53.1624,285,49.4379,257
50.1254,254,50.3888,267
84.055,266,84.2097,245
157.886,239,158.054,207
158.055,190,158.056,221
10,254.539,3,253.555
87.7244,265,88.1217,253
9.63699,280,10.0098,255
615.501,284,595.389,310
578.948,279,558.369,303
580.779,282,559.235,305
577,400.321,559,405.506
71.1089,265,70.5522,246
202.307,218,202.167,245
255,271,255,219
94.1819,238,94.1818,228
577,366.988,559,363.854
231.267,253,230.896,231
557.781,403,559.244,365
576.964,398,577.453,362
233.881,252,234.418,226
252.199,270,252.121,249
555.379,414,557.581,309
251,216.789,204,218.232
578.139,340,579.219,297
175.285,321,172.315,312
558.732,359,560.687,301
594.513,410,595.865,368
214.13,265,215.113,229
98.0836,212,88.5904,202
582,329,582,307
578,330,578,345
172,216.421,165,215.829
88.7082,295,89.1136,269
253,274.171,206,269.658
581.881,303,582.543,285
622.707,309,623.133,285
582,342,582,334
638,412.198,620,408.709
214,229.129,203,228.704
637,284,626,284
52.3235,296,53.4384,287
582,307,582,342
104.769,200,105.129,141
621.89,344,622.589,313
579.787,390,580.883,379
639,249.058,621,248.574
621.99,344,622.997,285
579.792,390,581.704,367
60,32.8876,70,25.011
28,198.821,6,199.072
218,265,218,229
218.225,268,217.918,235
582,327,582,303
619.504,420,621.198,375
614,407.3,600,404.166
153.362,125,152.285,161
638,281.408,590,281.891
599.918,349,601.188,332
595,346.367,584,343.967
69.2221,28,71.0968,2
249.242,255,248.891,241
601,327,601,320
595,346.397,582,343.908
69,190.105,53,188.901
54.8292,240,55.4208,233
250,258.121,238,256.711
166,357.037,144,357.047
172,184.761,153,186.177
8,283,1,283
617.01,341,618.221,298
596.003,354,594.768,363
595,418.888,559,411.761
365,0.44491,69,113.734
45,83.4007,1,77.5358
60.0455,207,59.3816,190
543,188.532,305,200.195
27.5578,288,26.8858,269
600.204,345,601.21,329
298.955,345,301.27,286
25,102.223,1,99.2589
212,268.139,205,267.051
230,269.231,221,268.048
541,314,541,284
8,285.425,1,286.209
172.917,321,172.906,229
421,70.7456,409,71.7406
172,147.076,154,150.818
105,161.508,50,172.38
35.278,221,34.122,212
170.242,354,171.258,347
105,135.646,74,144.845
34.936,221,35.1518,192
104,139.188,73,147.63
31,225,31,217
638,249.018,595,247.948
459,301.385,448,300.883
299,342.117,135,308.567
304.089,342,305.504,204
596,352,596,328
52.5616,155,53.8478,32
52,152.164,1,148.622
87,187.849,1,183.233
636,281.426,590,278.813
543.458,395,544.695,299
638,397.294,624,394.777
221,1.19811,190,16.6958
30.9672,224,30.7722,189
73.9477,282,74.1138,209
582.778,361,582.961,353
595.67,366,595.914,348
609,394.562,600,396.494
619.855,256,621.048,249
32,298.398,22,299.226
481,316.202,463,313.924
638,375.288,625,373.997
616.087,380,615.913,373
173.332,174,171.549,147
103.963,353,104.117,240
563,316,563,326
593,325.513,586,324.892
208,0.845161,189,11.1799
69.2256,113,70.538,4
546,189,537,189
151.975,237,152.124,166
150.393,309,151.927,240
52.9926,252,52.2243,241
609,262.242,595,261.891
250,267,243,267
9,273.966,1,274.784
10,279.646,1,280.131
325.069,337,324.863,246
539,370.281,359,337.768
74.1329,205,73.767,187
75.7868,285,77.1055,209
637,295.04,627,293.903
167,315.827,152,315.173
484,316.134,468,314.991
322,339.952,305,341.476
47,80.9762,34,78.8809
50.2096,151,49.5015,104
540.509,274,543.474,197
75.9997,246,76.0002,288
471,294.709,462,293.813
636,303.126,624,301.841
170,314.895,158,316.253
638,361.349,631,359.401
638,416.018,619,412.782
30,27.8178,1,22.688
46.0002,150,45.9998,104
26.868,146,27.2871,105
29.9259,151,30.0265,104
173.435,234,173.101,227
340.012,325,341.312,224
343.319,326,344.272,266
637,311.149,626,310.386
638,314.189,628,313.017
638,336.794,625,334.929
62.3154,209,61.927,198
343.813,256,344.571,220
485,295.348,473,294.442
638,305.772,626,304.712
633,338,625,338
357,343.556,302,350.224
593,380.871,583,378.947
637,388.462,625,386.818
637,405.255,623,402.745
46,39.1414,35,36.8586
28,54.9814,2,74.3817
111,119.044,69,113.996
24,147.337,0,146.026
375,204.412,329,201.706
26,210,18,210
544.888,277,546.66,234
373.149,348,375.239,197
46.9398,288,45.7269,280
569.712,298,564.383,307
590,393.85,583,392.865
637,402.976,624,400.738
638,51.5616,208,136.759
86.6528,188,88.2505,176
546.072,223,546.206,209
24,291.768,0,293.374
592,333,585,333
638,338.987,625,337.726
638,380.246,624,377.764
27,36.1099,1,31.5958
53,36.4066,40,33.7923
45,41.8712,35,39.7652
45.1509,78,45.0213,42
51.0001,63,50.9999,42
20,74.4783,1,71.7917
484,197.954,442,197.912
325.709,248,325.829,241
43.5126,294,44.1487,282
74.3098,273,73.1818,286
638,394.977,623,392.157
62.2165,209,61.9115,190
169,192.94,161,194.113
354,255.136,346,254.579
638,428.027,600,420.105
484,199.954,436,200.772
251,254.628,237,253.794
10,355.177,0,356.277
228,263.246,220,261.964
300,349.674,178,324.402
637,386.224,626,384.443
571,60.2511,546,53.9797
169,162.575,153,165.713
83,477.833,69,466.727
567,62.2796,546,56.1999
374,207.646,329,207.973
353,257,346,257
236,334.017,203,326.922
593,410.007,586,408.774
445,457.171,391,472.961
