176,60.55,156,50.215
277,68.1856,229,38.8829
111.982,88,113.232,71
109.961,108,111.2,94
637,414.919,549,431.246
44,150.025,2,163.975
638,235.397,420,19.5308
109,127.837,56,146.214
421,29.1962,183,104.985
118.883,121,119.531,107
627.43,323,620.352,228
22.8525,365,23.2925,357
24,393.293,4,391.995
409,399.578,321,397.322
143,397.659,98,399.819
309,398.81,293,399.065
522.648,312,518.473,236
518.061,290,516.006,256
71,395.909,6,392.359
380,401.379,317,399.378
34,389.108,2,388.934
111.539,92,113.204,71
84.9529,273,81.7542,309
524.268,358,522.943,317
274,310.927,169,316.235
267,398,255,398
335,400.13,320,398.849
114,415.742,107,417.008
42,454.778,1,452.303
177.068,348,176.552,331
96.5409,428,97.4591,418
34.2021,258,36.2078,234
594.482,306,586.288,192
602.4,309,600.047,272
610,338.52,425,283.513
432,284.135,260,298.097
28.6906,312,31.7823,281
421,429.538,411,430.644
637,427.426,600,435.684
584.303,311,580.239,248
613.231,317,609.784,270
103,337.341,74,335.526
179,405.627,99,408.444
453,455.332,323,458.792
610.247,317,604,227
14,384.438,0,385.244
489,420.595,459,420.646
515,447.92,463,453.589
211,405.338,196,406.453
454,436.8,412,433.293
433,448.782,301,451.337
74,453.248,1,449.635
598.965,256,595.229,204
28,279.24,1,283.227
621.179,318,617.753,274
633.621,305,632.532,286
63.2826,305,65.2036,274
631.498,305,627.043,247
542,437.058,444,448.204
263.946,174,266.321,95
42,171.659,1,184.103
87.9454,243,88.8022,225
624.706,321,618.804,240
14.7965,288,12.004,315
270,423.22,171,415.106
442,425.975,411,431.08
359,460.407,312,462.043
93,179.089,78,183.275
580.055,243,575.952,182
68,249.596,44,253.204
136.029,346,139.756,290
491.3,383,490.212,342
476,381,476,363
38,426.794,0,418.8
82,428.252,48,427.913
458,452.678,304,457.157
443,457.573,382,460.189
156.301,59,152.852,109
366,77.5938,335,86.2125
416,148.221,392,153.878
307.037,166,308.324,95
381.133,282,380.949,145
365,243,365,160
71,193.287,50,198.349
98,210.981,1,232.277
140.155,285,144.433,223
85,246.376,74,248.624
18.1813,258,19.6081,240
304,253.567,278,257.035
87,271.23,37,278.403
61,308.481,49,309.211
69,393.734,59,392.448
364,422.67,342,424.789
411.162,432,410.995,405
546,439.966,470,450.875
282,66.3613,189,96.9731
