80,280.641,71,285.592
156,329.059,142,327.325
458.207,166,453.172,173
107,329.85,71,331.285
425,319.288,384,321.531
62,322.159,7,323.877
234,274.128,210,275.852
248,138.68,209,151.67
60.4494,297,48.1655,279
442,165.323,346,150.939
248.901,269,249.022,139
82,267.242,68,266.891
377,308,364,308
398.897,274,399.228,259
441,179.495,402,174.674
609.266,113,607.947,52
393,255.707,370,256.115
386,172.514,337,166.446
79,273,67,273
423,285.167,411,283.714
590,37.7379,513,7.884
426,219.224,405,217.924
248,276.127,239,274.998
70,76.6569,49,96.5405
446.328,307,440.045,291
596,310.378,574,311.702
318,163.551,264,156.963
237.962,272,232.198,280
190,274.725,168,270.807
447,290.595,434,286.766
609,289.974,597,288.128
58,296.09,9,296.765
465.222,197,463.988,127
521,314.964,488,315.758
231,335.934,161,335.643
472.115,192,470.799,125
121.034,245,120.238,232
383,215.811,333,212.719
127.14,357,124.659,331
383,156.542,343,149.966
317,211.231,265,207.108
168.687,265,169.13,210
458,165.159,447,163.315
593.951,266,592.826,274
391.833,289,393.449,255
384,240.943,337,239.391
200,271.214,168,271.384
149.483,295,148.995,313
509,7.67017,346,72.1949
209,151.94,194,149.06
204,153.732,171,164.68
428.532,205,427.779,184
230,289.194,157,288.646
386,196,386,174
401.905,195,402.275,175
386,237,386,218
402,239,402,219
146,269.399,136,279.143
428.284,181,427.846,189
426,201.121,405,198.898
249,263,249,272
61.6877,290,63.9897,260
453.459,256,453.189,239
366,258.261,333,257.151
453.359,275,454.241,266
49,311.504,30,312.186
401,325.885,346,328.447
168.758,192,170.363,159
317,237.863,268,235.902
445,260.359,399,259.226
84.461,280,85.073,262
55,282.182,1,280.591
336,324.444,255,314.774
512.807,95,510.083,9
271,308.457,247,306.903
513,107,513,100
329,257.376,262,255.595
513,117,513,100
177.069,196,175.804,206
264,233,264,212
282,236.859,264,234.885
429,281.374,408,278.022
457,337.829,410,332.716
171.297,57,171.133,48
199.655,54,193.736,64
343.096,148,341.686,76
335.987,239,336.321,214
584.359,272,585.143,264
34,284.83,2,284.561
328,313.834,290,310.115
97,330.58,68,330.73
629,45.8033,609,51.53
513,98,513,117
318,190,318,166
437,182.15,429,181.122
323.374,271,322.626,258
247,272,239,272
261,277.448,254,276.052
330,316.697,289,313.509
367,319.285,354,317.641
353,273.164,295,273.341
209,151.898,192,149.105
428,243.228,405,242.484
164.596,273,161.998,280
369,323.261,350,319.839
592.025,35,590.716,21
124,228.062,117,230.438
168.729,267,168.919,250
331,315.143,316,311.878
106.628,353,108.927,332
422.091,208,420.087,218
14,309.94,2,308.214
66.854,309,67.4209,327
76,211.285,66,208.634
442,242,442,228
421,334.436,403,326.353
8,336.171,1,335.579
44,93.7549,37,99.5394
169.354,145,169.979,134
133,144,125,144
313,165.451,264,159.949
382,174.991,336,168.89
588,281.43,567,279.751
164.55,273,160.781,284
138,295.009,123,280.997
108,335.732,85,337.147
172.347,9,171.853,0
305,213.287,266,209.798
199,267.691,171,266.738
585,277.397,552,278.882
61,297.303,53,291.323
84,354.316,67,342.589
208.434,285,205.066,274
528,279.838,507,279.972
206,284.839,161,285.504
64.8622,289,65.3196,279
125,361.965,106,362.126
183.292,30,182.115,37
385,197.277,369,195.546
145.968,269,150.568,160
395.408,263,395.842,256
581,287.804,566,289.205
94,299.809,60,301.233
125,154.638,105,152.999
315,166.108,299,163.655
264,277.33,254,276.306
512,277.41,467,280.748
121,285,121,258
121,270,121,291
593,313.458,585,314.542
53,344.561,33,339.239
539.124,124,537.543,113
264,233,264,208
253,305.091,246,304.619
80,178.744,65,179.854
14,178.785,4,182.669
423,304,413,304
357,286.003,323,285.453
449,326,449,315
143,321.42,125,321.802
529.425,103,525.578,97
115.134,246,115.117,238
548,277.682,540,277.806
528,291,513,291
635,332.351,585,329.143
136.709,31,145.695,20
151.168,266,154.398,178
233,317,210,317
39.6288,68,35.8712,74
433,178.431,403,178.621
163,268.154,151,268.154
616.775,102,615.464,73
169,206.66,155,205.707
112.955,258,113.102,190
381,219.084,346,216.132
391.337,312,390.913,319
630.006,130,629.127,119
313,185.046,298,183.941
206,270.002,183,266.004
638,339.115,488,349.762
11.4401,42,9.5599,35
18.7229,113,19.8225,103
638,131.904,631,133.024
33.2002,207,29.2141,201
453.041,234,452.706,223
30,345.102,22,347.154
129,361.027,108,362.618
415.743,197,415.197,184
